STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
6,California,60607,2,1,13N14830*51******,2022-09-23 00:42:38,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2005,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
6,California,60628,2,1,5BNDG252*4W******,2022-09-23 00:42:38,0,6,TRAILER,13565,"PRO-TRAK TRAILERS, INC.",4319,PRO-TRAK TRAILERS,9112,PRO-TRAK TRAILERS,2004,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,,,61,Trailer,,,,,125,Dovetail,3,Gooseneck,25.000,,2,,
6,California,60637,2,1,1UYVS253*AU******,2022-09-23 00:42:38,1,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60641,1,1,1LH440VH*F1******,2022-09-23 00:42:38,0,6,TRAILER,3729,"LANDOLL COMPANY, LLC",2123,LANDOLL CORPORATION,5894,Landoll Corporation,2015,Model 440,,6,UNITED STATES (USA),KANSAS,MARYSVILLE,Landoll Corporation,Axle Type: dual wheels,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,5,Fifth Wheel,,"Trailer Length (feet): 50, 51",2,,
6,California,60648,1,1,4P2FB081*8U******,2022-09-23 00:42:38,0,6,TRAILER,1491,PACE AMERICAN OF UTAH INC.,2500,PACE AMERICAN,6324,Pace American Trailer,2008,,,6,UNITED STATES (USA),UTAH,,Pace American of Utah,,61,Trailer,10,"Class 1A: 3,000 lb or less (1,360 kg or less)",5,"Class 4: 14,001 - 16,000 lb (6,350 - 7,258 kg)",59,Van/Covered Cargo/Enclosed,,,8.000,"Length: 6 -20 FT; GVWR: 1000 - 16,000  (4 ,5,6.5 WIDE TRAILER )",1,,
6,California,60671,2,1,5HTDL442*D5******,2022-09-23 00:42:38,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2013,,,6,UNITED STATES (USA),TEXAS,RHOME,,Body Shape: Round Double Conical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 307/407,2,,
6,California,60678,1,1,1GRAA062*CW******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,60682,2,1,1GRAA962*3W******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2003,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60714,1,1,1BN2B191*XP******,2022-09-23 00:42:38,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,1999,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,61,Trailer,,,,,103,Bulk,4,Straight Semi/Semi Trailer,19.000,,1,,
6,California,60738,2,1,5HTSA442*M7******,2022-09-23 00:42:38,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2021,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,AL 306/406,2,,
6,California,60738,3,1,1GRAA062*7J******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,60741,1,1,3H3V532C*HT******,2022-09-23 00:42:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
6,California,60743,1,1,1JJV532D*DL******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60775,2,1,3H3V532C*FT******,2022-09-23 00:42:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
6,California,60809,1,1,1UYFS129*XA******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1999,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,29.000,,1,,
6,California,60853,2,1,1UYVS253*FU******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60857,1,1,1BN2T442*7P******,2022-09-23 00:42:38,0,6,TRAILER,4571,BEALL TRAILERS,4862,BEALL TRAILERS,11201,Beall Trailers,2007,,,6,UNITED STATES (USA),OREGON,PORTLAND,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,44.000,,2,,
6,California,60870,2,1,1PT011AH*M9******,2022-09-23 00:42:38,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2021,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
6,California,60875,2,1,1UYFS242*5A******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,42.000,,2,,
6,California,60900,2,1,1JJV532W*7L******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,60926,2,1,527SR532*JL******,2022-09-23 00:42:38,0,6,TRAILER,6703,CIMC REEFER TRAILER INC.,1561,"CIMC REEFER TRAILER,INC",4978,"CIMC REEFER TRAILER,INC.",2018,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,"CIMC Reefer Trailer,Inc",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Body Type: Reefer Van Trailer,2,,
6,California,60955,4,1,1TTF4020*51******,2022-09-23 00:42:38,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2005,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,40.000,Platform,2,,
6,California,60972,2,1,1UYVS253*5U******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,60978,3,1,1P9CC412*HB343***,2022-09-23 00:42:38,0,6,TRAILER,8027,PRATT INDUSTRIES (US) LLC,3015,PRATT INDUSTRIES,7027,Pratt Industries,2017,,,6,UNITED STATES (USA),MICHIGAN,BRIDGMAN,,,61,Trailer,,,,,46,Chassis,,,41.000,Type: Semitrailer,2,,
6,California,60986,1,1,1UYVS253*FG******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2015,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61002,2,1,1JJV532D*CL******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61080,1,1,1JJV532D*BL******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2011,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61103,2,1,LJRC4126*G1******,2022-09-23 00:42:38,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2016,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
6,California,61104,2,1,1UYFS245*XA******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1999,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
6,California,61173,1,1,3H3V482C*MT******,2022-09-23 00:42:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,48.000,Material: ALUMINUM/STEEL,2,,
6,California,61206,1,1,1UYVS253*K2******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61207,1,1,3H3F482C*LT******,2022-09-23 00:42:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2020,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,Material: Aluminum/Steel,2,,
6,California,61255,1,1,1T0BS15S*MS******,2022-09-23 00:42:38,0,6,TRAILER,10836,TRAIL-RITE INC,7392,TRAIL-RITE,29521,Trail-Rite,2021,Standard,,6,UNITED STATES (USA),CALIFORNIA,SANTA ANA,,,61,Trailer,,,,,2,Boat Trailer,,,19.000,Chassis,,5,Single
6,California,61270,2,1,4WWBPB6B*YM******,2022-09-23 00:42:38,0,6,TRAILER,11681,WILSON TRAILER CO.,3855,WILSON TRAILER CO.,8390,Wilson Trailer Co.,2000,ALUMINUM CROSSBAR - 18 INCH CENTERS (CF-CFD),,6,UNITED STATES (USA),MISSOURI,MOBERLY,Plant 6,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,Type of Trailer: CENTER FRAME FLATBED (CF) (CFBP),2,,
6,California,61272,2,1,1GRAA062*KW******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2019,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
6,California,61275,2,1,1UYVS253*AU******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61279,1,1,1GRAA062*WB******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1998,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,61279,2,1,1UYVS253*6U******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2006,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61280,2,1,1W9AA362*61198***,2022-09-23 00:42:38,0,6,TRAILER,10333,"WARREN MANUFACTURING, INC.",6970,"WARREN MANUFACTURING, INC.",18541,"WARREN MANUFACTURING, INC.",2006,,,6,UNITED STATES (USA),ALABAMA,BIRMINGHAM,,,61,Trailer,,,,,,,,,36.000,Aluminum Construction,2,,
6,California,61313,1,1,16WTE402*5A******,2022-09-23 00:42:38,0,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2005,,,6,UNITED STATES (USA),CALIFORNIA,ATWATER,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,NON-SPEC,2,,
6,California,61399,2,1,16WTE402*6A******,2022-09-23 00:42:38,0,6,TRAILER,2208,CERTIFIED STAINLESS SERVICES INC DBA WESTMARK,1771,WEST-MARK,5206,"Certified Stainless Services, Inc dba West-Mark",2006,,,6,UNITED STATES (USA),CALIFORNIA,ATWATER,,,61,Trailer,,,,,15,Tank Trailer,,,40.000,NON-SPEC,2,,
6,California,61414,2,1,16V3F482*M6******,2022-09-23 00:42:38,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2021,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,48.000,,2,,
6,California,61447,2,1,1GR1A062*LW******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2020,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
6,California,61451,1,1,1UYFS248*CA******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
6,California,61452,2,1,1JJV532W*WL******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1998,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61511,1,1,1UYVS253*K2******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61546,2,1,1UYVS236*EU******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2014,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,36.000,,2,,
6,California,61558,1,1,1GRAA062*2G******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,61577,2,1,1W9T2326*EL010***,2022-09-23 00:42:38,0,6,TRAILER,9773,WELD-IT COMPANY,3629,WELD-IT COMPANY,29540,Weld-It Company,2014,,,6,UNITED STATES (USA),CALIFORNIA,LOS ANGELES,,Last digit M.C. Code in 8th VIN position,61,Trailer,8,"Class 7: 26,001 - 33,000 lb (11,794 - 14,969 kg)",9,"Class 8: 33,001 lb and above (14,969 kg and above)",15,Tank Trailer,,,23.000,Cargo tank trailer,2,,
6,California,61645,1,1,1UYVS253*L7******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61712,3,1,5C2BB37B*EM******,2022-09-23 00:42:38,0,6,TRAILER,15683,"CLEMENT INDUSTRIES, INC.",5405,CLEMENT INDUSTRIES,13961,Clement,2014,,,6,UNITED STATES (USA),LOUISIANA,MINDEN,"Clement Industries, Inc",,61,Trailer,,,,,101,Other,4,Straight Semi/Semi Trailer,37.000,Tandem Axle,2,,
6,California,61714,2,1,1UYVS253*4U******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61755,2,1,1W1B7302*M5******,2022-09-23 00:42:38,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2021,,,6,UNITED STATES (USA),SOUTH DAKOTA,YANKTON,,,61,Trailer,,,,,52,Goose Trailer,31,Ball Hitch,30.000,,2,,
6,California,61795,2,1,1GRAA062*2G******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2002,,,6,UNITED STATES (USA),MISSISSIPPI,GREENVILLE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,61814,1,1,1UYVS253*7U******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,61827,2,1,1GRAA062*CB******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,61906,2,1,1PT011AJ*N9******,2022-09-23 00:42:38,0,6,TRAILER,3233,TRAILMOBILE (PULLMAN INCORPORATED),6072,TRAILMOBILE,15904,Trailmobile Trailer,2022,Optimum,,6,UNITED STATES (USA),ILLINOIS,CHARLESTON,,,61,Trailer,,,,,,,,,,Straight Frame,,3,Tandem
6,California,61932,1,1,4M9BE101*LS142***,2022-09-23 00:42:38,0,6,TRAILER,20117,MAXIMUM CARGO TRAILERS LLC,10763,MAXIMUM CARGO TRAILERS,28223,Maximum Cargo Trailers,2020,,,6,UNITED STATES (USA),GEORGIA,SYLVESTER,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,10.000,,1,,
6,California,61935,2,1,1JJV532B*ML******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10945,Refrigerated Van,2021,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,61949,2,1,5FTBD152*K1******,2022-09-23 00:42:38,0,6,TRAILER,6919,FELLING TRAILERS,4771,FELLING TRAILERS,10467,Felling Trailers,2019,,,6,UNITED STATES (USA),MINNESOTA,SAUK CENTRE,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,1,Ball Type Pull,15.000,,2,,
6,California,61967,2,1,1TDH4302*FB******,2022-09-23 00:42:38,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2015,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,43.000,Dry Bulk-Bottom Hopper,2,,
6,California,61969,2,1,1GRAA062*FW******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
6,California,62010,1,1,1GRAA062*8T******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,62019,2,1,1JJV532W*7L******,2022-09-23 00:42:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
6,California,62022,2,1,3H3V532C*7T******,2022-09-23 00:42:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2007,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
6,California,62052,2,1,13N24830*W1******,2022-09-23 00:42:38,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1998,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
6,California,62063,2,1,1UYVS253*AU******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
6,California,62074,2,1,1GRAA062*6T******,2022-09-23 00:42:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,Effective 03/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
6,California,62101,2,1,1T9SC422*GB656***,2022-09-23 00:42:38,0,6,TRAILER,2304,"TRINITY TRAILER MFG., INC.",3552,"TRINITY TRAILER MFG., INC.",7903,"TRINITY TRAILER MFG., INC.",2016,,,6,UNITED STATES (USA),IDAHO,BOISE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,42.000,Commodity Body,2,,
6,California,62151,1,1,1UYVS253*L2******,2022-09-23 00:42:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
