STATE,STATENAME,ST_CASE,VEH_NO,PVEHICLESF,PVEHICLESFNAME
42,Pennsylvania,420231,2,0,None
42,Pennsylvania,420231,3,0,None
42,Pennsylvania,420244,5,0,None
42,Pennsylvania,420252,3,0,None
42,Pennsylvania,420252,4,0,None
42,Pennsylvania,420256,2,0,None
42,Pennsylvania,420269,2,0,None
42,Pennsylvania,420288,5,0,None
42,Pennsylvania,420391,2,0,None
42,Pennsylvania,420391,3,0,None
42,Pennsylvania,420401,2,0,None
42,Pennsylvania,420403,2,0,None
42,Pennsylvania,420403,3,0,None
42,Pennsylvania,420403,4,0,None
42,Pennsylvania,420403,5,0,None
42,Pennsylvania,420405,2,0,None
42,Pennsylvania,420405,3,0,None
42,Pennsylvania,420405,4,0,None
42,Pennsylvania,420455,2,0,None
42,Pennsylvania,420523,2,0,None
42,Pennsylvania,420533,3,0,None
42,Pennsylvania,420535,2,0,None
42,Pennsylvania,420535,3,0,None
42,Pennsylvania,420545,2,0,None
42,Pennsylvania,420619,2,0,None
42,Pennsylvania,420682,3,0,None
42,Pennsylvania,420685,2,0,None
42,Pennsylvania,420691,3,0,None
42,Pennsylvania,420710,2,0,None
42,Pennsylvania,420733,2,0,None
42,Pennsylvania,420745,2,0,None
42,Pennsylvania,420746,2,0,None
42,Pennsylvania,420766,2,0,None
42,Pennsylvania,420766,3,0,None
42,Pennsylvania,420802,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,420802,3,0,None
42,Pennsylvania,420802,4,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,420802,5,0,None
42,Pennsylvania,420807,2,0,None
42,Pennsylvania,420807,3,0,None
42,Pennsylvania,420807,4,0,None
42,Pennsylvania,420827,2,0,None
42,Pennsylvania,420910,2,0,None
42,Pennsylvania,420913,2,0,None
42,Pennsylvania,420929,2,0,None
42,Pennsylvania,420929,3,0,None
42,Pennsylvania,420971,2,0,None
42,Pennsylvania,420971,3,0,None
42,Pennsylvania,420999,3,0,None
42,Pennsylvania,420999,4,0,None
42,Pennsylvania,420999,5,0,None
42,Pennsylvania,421022,2,0,None
42,Pennsylvania,421028,2,0,None
42,Pennsylvania,421038,2,0,None
42,Pennsylvania,421038,3,0,None
42,Pennsylvania,421038,4,0,None
42,Pennsylvania,421038,5,0,None
42,Pennsylvania,421046,2,0,None
42,Pennsylvania,421048,2,0,None
42,Pennsylvania,421079,2,0,None
42,Pennsylvania,421102,2,0,None
42,Pennsylvania,421127,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,421139,3,0,None
42,Pennsylvania,421150,2,0,None
44,Rhode Island,440055,2,0,None
45,South Carolina,450005,1,0,None
45,South Carolina,450085,1,0,None
45,South Carolina,450110,1,0,None
45,South Carolina,450110,2,0,None
45,South Carolina,450142,2,0,None
45,South Carolina,450166,2,0,None
45,South Carolina,450166,3,0,None
45,South Carolina,450169,1,0,None
45,South Carolina,450185,1,0,None
45,South Carolina,450192,1,0,None
45,South Carolina,450204,2,0,None
45,South Carolina,450204,3,0,None
45,South Carolina,450235,2,0,None
45,South Carolina,450316,1,0,None
45,South Carolina,450317,1,0,None
45,South Carolina,450344,2,0,None
45,South Carolina,450344,3,0,None
45,South Carolina,450346,2,0,None
45,South Carolina,450365,5,0,None
45,South Carolina,450365,6,0,None
45,South Carolina,450405,1,0,None
45,South Carolina,450411,1,0,None
45,South Carolina,450464,3,0,None
45,South Carolina,450464,4,0,None
45,South Carolina,450464,5,0,None
45,South Carolina,450464,6,0,None
45,South Carolina,450464,7,0,None
45,South Carolina,450513,2,0,None
45,South Carolina,450571,2,0,None
45,South Carolina,450581,2,0,None
45,South Carolina,450587,3,0,None
45,South Carolina,450587,4,0,None
45,South Carolina,450587,5,0,None
45,South Carolina,450707,1,0,None
45,South Carolina,450766,1,0,None
45,South Carolina,450827,1,0,None
45,South Carolina,450854,1,0,None
45,South Carolina,450871,1,0,None
45,South Carolina,450881,1,0,None
45,South Carolina,450903,3,0,None
45,South Carolina,450984,2,0,None
45,South Carolina,451000,3,0,None
45,South Carolina,451035,2,0,None
45,South Carolina,451109,2,0,None
45,South Carolina,451109,3,0,None
45,South Carolina,451109,5,0,None
46,South Dakota,460014,1,0,None
46,South Dakota,460038,2,0,None
46,South Dakota,460072,3,0,None
46,South Dakota,460083,3,0,None
46,South Dakota,460100,2,0,None
46,South Dakota,460100,3,0,None
46,South Dakota,460130,2,0,None
46,South Dakota,460130,3,0,None
47,Tennessee,470021,2,0,None
47,Tennessee,470021,3,0,None
47,Tennessee,470026,3,0,None
47,Tennessee,470054,2,0,None
47,Tennessee,470202,2,0,None
47,Tennessee,470214,2,0,None
47,Tennessee,470214,3,0,None
47,Tennessee,470214,4,0,None
47,Tennessee,470214,5,0,None
47,Tennessee,470231,2,0,None
47,Tennessee,470267,2,0,None
47,Tennessee,470267,3,0,None
47,Tennessee,470267,4,0,None
47,Tennessee,470304,2,0,None
47,Tennessee,470322,2,0,None
47,Tennessee,470381,2,0,None
47,Tennessee,470550,2,0,None
47,Tennessee,470558,3,0,None
47,Tennessee,470634,2,0,None
47,Tennessee,470771,2,0,None
47,Tennessee,470771,3,0,None
47,Tennessee,470801,2,0,None
47,Tennessee,470839,3,0,None
47,Tennessee,470839,4,0,None
47,Tennessee,470869,2,0,None
47,Tennessee,470871,3,0,None
47,Tennessee,470921,2,0,None
47,Tennessee,470921,3,0,None
47,Tennessee,470921,4,0,None
47,Tennessee,470921,5,0,None
47,Tennessee,470921,6,0,None
47,Tennessee,470921,7,0,None
47,Tennessee,470923,2,0,None
47,Tennessee,470947,2,0,None
47,Tennessee,470947,3,0,None
47,Tennessee,470947,4,0,None
47,Tennessee,470947,5,0,None
47,Tennessee,470947,6,0,None
47,Tennessee,470956,1,0,None
47,Tennessee,470956,2,0,None
47,Tennessee,470995,2,0,None
47,Tennessee,471009,2,0,None
47,Tennessee,471033,1,0,None
47,Tennessee,471062,2,0,None
47,Tennessee,471109,2,0,None
47,Tennessee,471147,2,0,None
47,Tennessee,471169,2,0,None
47,Tennessee,471185,1,0,None
47,Tennessee,471242,2,0,None
48,Texas,480064,2,0,None
48,Texas,480096,2,0,None
48,Texas,480127,3,0,None
48,Texas,480174,2,0,None
48,Texas,480215,3,0,None
48,Texas,480226,3,0,None
48,Texas,480235,2,0,None
48,Texas,480235,3,0,None
48,Texas,480235,4,0,None
48,Texas,480247,2,0,None
48,Texas,480277,3,0,None
48,Texas,480277,4,0,None
48,Texas,480298,2,0,None
48,Texas,480329,2,0,None
48,Texas,480396,2,0,None
48,Texas,480397,2,0,None
48,Texas,480441,3,0,None
48,Texas,480450,2,0,None
48,Texas,480468,2,0,None
48,Texas,480472,3,0,None
48,Texas,480472,4,0,None
48,Texas,480529,2,0,None
48,Texas,480616,2,0,None
48,Texas,480622,2,0,None
48,Texas,480636,2,0,None
48,Texas,480675,2,0,None
48,Texas,480741,3,0,None
48,Texas,480793,2,0,None
48,Texas,480853,2,0,None
48,Texas,480882,2,0,None
48,Texas,480882,3,0,None
48,Texas,480945,2,0,None
48,Texas,480952,3,0,None
48,Texas,480966,2,0,None
48,Texas,481026,2,0,None
48,Texas,481032,2,0,None
48,Texas,481034,2,0,None
48,Texas,481039,3,0,None
48,Texas,481076,3,0,None
48,Texas,481115,3,0,None
48,Texas,481119,2,0,None
48,Texas,481126,2,0,None
48,Texas,481216,2,0,None
48,Texas,481220,2,0,None
48,Texas,481224,3,0,None
48,Texas,481224,4,0,None
48,Texas,481238,2,0,None
48,Texas,481242,2,0,None
48,Texas,481248,2,0,None
48,Texas,481248,3,0,None
48,Texas,481249,2,0,None
48,Texas,481270,2,0,None
48,Texas,481373,3,0,None
48,Texas,481425,3,0,None
48,Texas,481435,3,0,None
48,Texas,481467,2,0,None
48,Texas,481482,1,0,None
48,Texas,481523,2,0,None
48,Texas,481523,3,0,None
48,Texas,481523,4,0,None
48,Texas,481556,2,0,None
48,Texas,481573,3,0,None
48,Texas,481623,2,0,None
48,Texas,481630,2,0,None
48,Texas,481640,3,0,None
48,Texas,481669,2,0,None
48,Texas,481697,2,0,None
48,Texas,481707,2,0,None
48,Texas,481707,3,0,None
48,Texas,481745,2,0,None
48,Texas,481745,3,0,None
48,Texas,481745,4,0,None
48,Texas,481745,5,0,None
48,Texas,481829,3,0,None
48,Texas,481829,4,0,None
48,Texas,481838,3,0,None
48,Texas,481838,4,0,None
48,Texas,481848,3,0,None
48,Texas,481858,2,0,None
48,Texas,481859,2,0,None
48,Texas,481890,2,0,None
48,Texas,481942,2,0,None
48,Texas,481944,3,0,None
48,Texas,481948,2,0,None
48,Texas,481991,4,0,None
48,Texas,482031,2,0,None
48,Texas,482032,2,0,None
48,Texas,482038,2,0,None
48,Texas,482057,2,0,None
48,Texas,482076,3,0,None
48,Texas,482122,2,0,None
48,Texas,482122,3,0,None
48,Texas,482192,2,0,None
48,Texas,482251,2,0,None
48,Texas,482252,2,0,None
48,Texas,482262,2,0,None
48,Texas,482265,2,0,None
48,Texas,482265,3,0,None
48,Texas,482300,2,0,None
48,Texas,482313,2,0,None
48,Texas,482319,2,0,None
48,Texas,482365,2,0,None
48,Texas,482373,2,0,None
48,Texas,482397,3,0,None
48,Texas,482414,3,0,None
48,Texas,482433,3,0,None
48,Texas,482433,4,0,None
48,Texas,482464,7,0,None
48,Texas,482482,2,0,None
48,Texas,482498,2,0,None
48,Texas,482514,2,0,None
48,Texas,482516,2,0,None
48,Texas,482524,3,0,None
48,Texas,482524,4,0,None
48,Texas,482615,2,0,None
48,Texas,482615,3,0,None
48,Texas,482628,2,0,None
48,Texas,482628,3,0,None
48,Texas,482641,2,0,None
48,Texas,482675,2,0,None
48,Texas,482687,2,0,None
48,Texas,482780,2,0,None
48,Texas,482813,2,0,None
48,Texas,482813,3,0,None
48,Texas,482823,2,0,None
48,Texas,482857,6,0,None
48,Texas,482911,3,0,None
48,Texas,482934,2,0,None
48,Texas,482948,2,0,None
48,Texas,482964,2,0,None
48,Texas,483018,2,0,None
48,Texas,483031,2,0,None
48,Texas,483104,2,0,None
48,Texas,483138,2,0,None
48,Texas,483138,3,0,None
48,Texas,483155,2,0,None
48,Texas,483226,2,0,None
48,Texas,483226,3,0,None
48,Texas,483256,2,0,None
48,Texas,483256,3,0,None
48,Texas,483256,4,0,None
48,Texas,483258,2,0,None
48,Texas,483346,2,0,None
48,Texas,483359,2,0,None
48,Texas,483372,2,0,None
48,Texas,483409,2,0,None
48,Texas,483434,3,0,None
48,Texas,483442,2,0,None
48,Texas,483442,3,0,None
48,Texas,483489,2,0,None
48,Texas,483493,2,0,None
48,Texas,483573,2,0,None
48,Texas,483573,3,0,None
48,Texas,483598,2,0,None
48,Texas,483598,3,0,None
48,Texas,483599,2,0,None
48,Texas,483599,3,0,None
48,Texas,483599,4,0,None
48,Texas,483599,5,0,None
48,Texas,483642,6,0,None
48,Texas,483642,7,0,None
48,Texas,483677,2,0,None
48,Texas,483690,2,0,None
48,Texas,483690,3,0,None
48,Texas,483739,2,0,None
48,Texas,483739,3,0,None
48,Texas,483842,2,0,None
48,Texas,483867,2,0,None
48,Texas,483901,2,0,None
48,Texas,483919,3,0,None
48,Texas,483979,2,0,None
48,Texas,483982,2,0,None
48,Texas,484052,2,0,None
48,Texas,484061,2,0,None
48,Texas,484083,2,0,None
48,Texas,484103,2,0,None
49,Utah,490077,2,0,None
49,Utah,490077,3,0,None
49,Utah,490093,2,0,None
49,Utah,490122,3,0,None
49,Utah,490137,2,0,None
49,Utah,490137,3,0,None
49,Utah,490218,2,0,None
49,Utah,490222,2,0,None
49,Utah,490277,3,0,None
49,Utah,490287,2,0,None
51,Virginia,510007,2,0,None
51,Virginia,510041,3,0,None
51,Virginia,510085,2,0,None
51,Virginia,510146,2,0,None
51,Virginia,510156,2,0,None
51,Virginia,510194,2,0,None
51,Virginia,510197,3,0,None
51,Virginia,510217,2,0,None
51,Virginia,510305,2,0,None
51,Virginia,510330,2,0,None
51,Virginia,510330,3,0,None
51,Virginia,510330,4,0,None
51,Virginia,510330,5,0,None
51,Virginia,510330,6,0,None
51,Virginia,510339,3,0,None
51,Virginia,510339,4,0,None
51,Virginia,510339,5,0,None
51,Virginia,510396,3,0,None
51,Virginia,510396,4,0,None
51,Virginia,510414,2,0,None
51,Virginia,510414,3,0,None
51,Virginia,510416,3,0,None
51,Virginia,510417,2,0,None
51,Virginia,510462,2,0,None
51,Virginia,510472,2,0,None
51,Virginia,510481,2,0,None
51,Virginia,510487,2,0,None
51,Virginia,510492,2,0,None
51,Virginia,510494,2,0,None
51,Virginia,510494,3,0,None
51,Virginia,510519,1,0,None
51,Virginia,510561,2,0,None
51,Virginia,510562,2,0,None
51,Virginia,510562,3,0,None
51,Virginia,510598,2,0,None
51,Virginia,510598,3,0,None
51,Virginia,510598,4,0,None
51,Virginia,510609,2,0,None
51,Virginia,510613,3,0,None
51,Virginia,510619,2,0,None
51,Virginia,510619,3,0,None
51,Virginia,510633,2,0,None
51,Virginia,510633,3,0,None
51,Virginia,510633,4,0,None
51,Virginia,510633,5,0,None
51,Virginia,510678,2,0,None
51,Virginia,510678,3,0,None
51,Virginia,510695,2,0,None
51,Virginia,510740,2,0,None
51,Virginia,510746,2,0,None
51,Virginia,510762,2,0,None
51,Virginia,510762,3,0,None
51,Virginia,510762,4,0,None
51,Virginia,510762,5,0,None
51,Virginia,510766,2,0,None
51,Virginia,510815,2,0,None
51,Virginia,510815,3,0,None
51,Virginia,510820,2,0,None
51,Virginia,510841,2,0,None
51,Virginia,510863,2,0,None
53,Washington,530069,2,0,None
53,Washington,530124,2,0,None
53,Washington,530124,3,0,None
53,Washington,530137,3,0,None
53,Washington,530146,2,0,None
53,Washington,530163,3,0,None
53,Washington,530176,2,0,None
53,Washington,530260,2,0,None
53,Washington,530365,3,0,None
53,Washington,530387,2,0,None
53,Washington,530392,3,0,None
53,Washington,530392,4,0,None
53,Washington,530400,2,0,None
53,Washington,530433,2,0,None
53,Washington,530446,2,0,None
53,Washington,530518,2,0,None
53,Washington,530518,3,0,None
53,Washington,530536,3,0,None
53,Washington,530543,3,0,None
53,Washington,530585,2,0,None
53,Washington,530611,2,0,None
54,West Virginia,540027,2,0,None
54,West Virginia,540034,2,0,None
54,West Virginia,540116,2,0,None
54,West Virginia,540245,2,0,None
54,West Virginia,540251,3,0,None
55,Wisconsin,550004,2,0,None
55,Wisconsin,550004,3,0,None
55,Wisconsin,550098,2,0,None
55,Wisconsin,550193,3,0,None
55,Wisconsin,550219,2,0,None
55,Wisconsin,550219,3,0,None
55,Wisconsin,550252,2,0,None
55,Wisconsin,550273,3,0,None
55,Wisconsin,550275,1,0,None
55,Wisconsin,550303,2,0,None
55,Wisconsin,550389,2,0,None
55,Wisconsin,550389,3,0,None
55,Wisconsin,550391,2,0,None
55,Wisconsin,550401,4,0,None
55,Wisconsin,550438,2,0,None
55,Wisconsin,550490,2,0,None
55,Wisconsin,550498,3,0,None
55,Wisconsin,550503,2,0,None
55,Wisconsin,550503,3,0,None
55,Wisconsin,550508,2,0,None
55,Wisconsin,550539,2,0,None
55,Wisconsin,550542,2,0,None
56,Wyoming,560032,2,0,None
56,Wyoming,560032,3,0,None
56,Wyoming,560032,4,0,None
56,Wyoming,560060,2,0,None
56,Wyoming,560086,2,0,None
56,Wyoming,560086,3,0,None
